question,answer
what serotonin receptors are thought to be involved in appetite?,5HT2c because rats without this receptor became obese
what is the link between serotonin and aggression?,low levels of serotonin in the synaptic cleft patients tend to have low levels of 5HIAA in the CSFaffective aggression pathway- basolateral nuclei of the amygdala to lateral hypothalamus to PAG
what is the link between serotonin and depression?,low levels of serotonin seem to be implicated in depression SSRIs are used in the treatment to block reuptake transporter - these have contradictory effects compared to fenfluramine in that they increase cravings for carbs
what is the link between serotonin and alcohol dependence ?,low levels of serotonin are thought to increase your need for alcohol thought to interfere with serotonin involved with the mesolimbic pathway involved in reward fenfluramine helped to reduce dependence
what is the link between serotonin and sleep onset ?,precursor of serotonin is trytophan and serotonin can be metabolised to melatonin in the pineal gland which is involved in inducing sleeptherefore taking trytophan before sleep can reduce the onset of sleep involved in circadian rhythm because the suprachiasmatic nucleus which controls this physiological rhythm receives dense serotonergic inputs
explain merkel’s disks?,"dome structure on top of an axon terminal located in the epidermis/dermis boundary detects shape, form, texture and rough edges"
explain ruffini’s endings?,"nerve terminal intertwined with collagen fibres located deep in the dermisdetects identation, stretch and lateral movements of the skin"
explain meissner’s corpuscles?,looping axonal terminal intertwined with supporting cellslocated just below the epidermis detects 30-50Hzdetects rough texture and movements
explain pacinian’s corpuscles?,sensory axon surrounded by fluid filled capsules located deep in the dermisdetects vibrations of 250-350Hzdetects fine texture and movements
what are phased neurons ?,fire a burst of activity and then shut down
what are tonic neurons?,fire constantly
what are accommodating neurons ?,initially fire rapidly but then get slower and slower until the stop firing
what are spontaneous active bursting neurons?,pacemaker neurons which dont require external stimulus\noscillate without external input and shut down automatically
what is the affective aggression pathway of serotonin?,basolateral nuclei of the amygdalato lateral hypothalamusto PAG
what is the predatory aggression pathway of serotonin?,corticomedial nuclei of the amygdala to lateral hypothalamus to ventral tegmentum
what does the utricle detect ?,linear acceleration
what happens when the otolithic membrane moves?,activates the utricle and saccule
what happens to movements when the activity in the direct pathway in the basal ganglia is increased ?,increases likelihood of movement
what happens to movements when the indirect pathway is activated in the basal ganglia?,decreases likelihood of movements
what happens when dopamine is released in the striatum ?,increases movement\nactivates the direct pathway and inhibits the indirect pathway
what happens when the VA/VL nuclei of the thalamus are activated ?,it increases movement
what are thee 5 cell types in the cerebellar cortex ?,purkinje cells \ngranule cells \ngolgi cells\nbasket cells \nstellate cells
what cells of the cerebellar cortex actually leave the cerebellum ?,purkinje cells are the only ones that have axons to leave the cortex
what cells of the cerebellar cortex are excitatory ?,only the granule cells
what cells of the cerebellar cortex dont interact with the purkinje cells ?,only the golgi cells
what are the parallel fibres ?,axons of the granule cells
explain the pyramidal tract/corticospinal tract?,passes through internal capsule decussates within the medullary pyramidshas the majority of axons in the lateral portion axons which dont decussate travel in the anterior portion
What is the basal ganglia and frontal cortexs actions in the hierarchy ?,Deciding and initiating a task\nAll senses project into these structures
What is the pathway for functional hierarchy of motor systems?,General strategy - plan - build a motor programme - execution of a programme - movement - end point
What is the function of the cerebellum and primary motor area in the hierarchy of motor output ?,"Reaching\nProprioceptors, vision and hearing project into cerebellum and colliculus to localise reaching"
What is the function of the primary motor cortex in the hierarchy of action ?,"It’s involved in grasping and actually carrying out the activitySkin, joints and muscle project into M1 and reticular formation for manipulation of grasp"
What is the direct pathway from the motor cortex to spinal cortex ?,Primary motor cortex and medial and lateral Premotor cortex to lateral part of the ventral horn - this is to initiate movements of distal limbs
What is the indirect pathway from the primary motor cortex to spinal cortex ?,Primary motor cortex and medial and lateral Premotor cortex to reticular formation to medial parts of ventral horn - to make postural adjustments which support movement
What is the purpose of the descending upper motor neurons from basal ganglia to motor cortex ?,"Planning, initiating and directing voluntary movements"
What is the purpose of the descending upper motor neurons projection to the BRAINSTEM centres ?,For basic movement and postural control
What are the main functions of brain in motor control?,"Initiation, integration and coordination"
What are the main functions of the spinal cord in motor movements ?,"Simple reflexes, coordination, pattern generation and integration"
How are the motor systems organised ?,In hierarchical and parallel arrangements\nThis ensures that the motor output doesn’t fail
What areas do the Premotor areas directly control ?,Primary motor cortex BRAINSTEM Spinal cord
What are the 3 cortical pathways ?,"Lateral corticospinal tracts - skilled limb movements Ventral corticospinal tracts- axial muscle control Corticobulbar tracts - controls facial muscles, jaw muscles, muscles for speaking and swallowing"
What are the 4 BRAINSTEM motor pathways ?,Rubrospinal tract - originates in red nucleus and is involved in limb control Tectospinal tract -  originates in superior colliculus and is involved in head-eye coordination during gazeReticulospinal tracts involved in many autonomic movements and posture Vestibuli spinal tracts - posture and balance
What pathway only terminates on motor neurons in humans and primates ?,Corticospinal
What is a motor unit ?,Motor neurones associated with their muscle fibres creating a functional entity
How do motor units vary ?,Size Amount of tension produced Speed of contraction. Degree of fatigability
Where motor neurons which innervate axial and distal musculature located ?,Axial- located medially\nDistal -  located laterally
In motor control why do we have a feedback system and what structure is involved in this ?,Takes into account any errors and the cerebellum is involved Ensures that a task is carried out meaningfully
What do alpha motor neurons innervate ?,Skeletal muscle
What is a motor neuron pool ?,Collection of alpha motor neurons that innervates a single muscle
What are the 3 inputs to lower motor neurons ?,1- dorsal root ganglion cells with axons to innervate muscle spindle to provide feedback on muscle length 2- upper motor neuron inputs from motor cortex and BRAINSTEM for initiation and control of voluntary movements 3- interneurons in the spinal cord which can be excitatory and inhibitory and these generate spinal motor programmes
Describe fast motor units,Rapidly fatiguing white fibres\nAlpha motor neurons are bigger with large diameters for fast conduction
Describe slow motor units,Slowly fatiguing red fibres\nAlpha motor neurons are smaller with smaller diameters for slower conduction
What are muscle spindles ?,They are proprioceptors They have group 1a sensory axons wrapped around their centre to detect stretch of the muscle - this is important feedback because it stops the muscle tearing Group 1a axons fire more when muscle is stretched
Where do group 1a axons project into and what do they synapse with ?,Project into spinal cord via dorsal roots Synapse with interneurons and alpha motor neurons When 1a synapses onto alpha motor neurons it causes them to increase their firing rate
How is an action potential generated in group 1a axons ?,The axons have mechanosensitive ion channels which open when muscle is stretched
What are extrafusal muscle fibres ?,On outside of spindle and form bulk of muscle\nOnly these fibres are innervates by alpha motor neurons.
What are intrafusal muscle fibres ?,Fibres that lie within fibrous capsule\nInnervates by gamma motor neurons - innervate the fibres at 2 ends of the spindle
What is the stretch reflex ?,It is a feedback loop Set point is determined and then deviations from this point are detected by 1a axons and compensated for by alpha motor neurons and extrafusal muscle fibres
What is the pathway for the stretch reflex ?,Gamma motor neurons \nIntrafusal muscle fibres \n1a afferent axons \nAlpha motor neurons \nExtrafusal muscle fibres
What is the Golgi tendon organ ?,It monitors muscle tension or force of contraction. In series with muscle fibres not like muscle spindle which is parallel Innervates by 1b axons 1b enter spinal cord and synapse on interneurons in ventral horn
What is the reverse stretch reflex ?,Protects muscle from being overloaded As muscle tension increases the inhibition of alpha motor neurons increases As muscle tension decreases the inhibition of alpha  motor neurons decreases and muscle contraction increases Thought to be involved in proper execution of fine motor acts and manipulation of objects
What are spinal interneurons ?,Input onto alpha motor neurons making poly synaptic inputs\nReceive inputs from primary sensory axons descending from brain and collateral of lower motor neurons
What is reciprocal inhibition ?,Helps in the execution of movements Contraction of one set of muscles accompanied by relaxation of antagonist muscles Occurs by collaterals of 1a axons synapsing on inhibitory interneurons which contact alpha motor neurons supplying the antagonistic muscle
What is the flexor reflex ?,Used to withdraw a limb from an aversive stimuli\nMany interneurons intervening making it slower than stretch reflex
What is the crossed extensor reflex ?,Activation of extensor muscles and inhibition of flexor muscles Used to compensate for extra load imposed by the limb withdrawing
What are central pattern generators ?,Give rise to rhythmic motor activity
What is the highest level of the central motor system ?,Association areas of neocortex and basal ganglia\nFor strategy
What is the middle level of the central motor system ?,Motor cortex and cerebellum\nFor tactics
What is the lowest level of the central motor system?,BRAINSTEM and spinal cord\nFor execution
What is the highest level of sensory feedback to he motor control hierarchy ?,Sensory info which produces a mental image of the body and the relationship to the environment
What is the middle level of sensory feedback to the motor hierarchy ?,Tactical decisions based on memory of sensory info from past experience
What is the lowest level of sensory feedback to the motor hierarchy ?,"Sensory feedback used to maintain posture, muscle length and tension before and after voluntary movements"
What are the descending spinal tracts ?,Lateral pathways and ventromedial pathways\n\nlateral= involved in voluntary movements of distal musculature and under direct cortical control\nventromedial= involved in control of posture and locomotion under BRAINSTEM control
What is the corticospinal tract ?,Most important lateral descending pathway Originates in neocortex -2/3 in areas 4&6 while others are from somatosensory areas of parietal lobe Tracts terminate in dorsal arterial region of ventral horn to have an affect on distal musculature
What is the course for axons in the corticospinal pathway which originate in the cortex ?,Axons pass through internal capsule Bridging telencephalon and thalamus to course to base of cerebral peduncles Then through pons and then forming a bulge on the ventral surface of the medulla At medullary pyramids axons decussates forming lateral corticospinal tract to dorsal lateral region of ventral horn
What is another lateral descending pathway ?,Rubrospinal pathway\nOriginates in the red nucleus and decussates in the pons to join lateral corticospinal pathway
What are the 4 ventromedial pathways ?,"Vestibulospinal, tectospinal, pontine reticulospinal,and medullary reticulospinal Originate in BRAINSTEM and terminate amount interneurons in the spinal cord Control distal and proximal musculature"
What motor area innervates distal motor units and which innervates proximal motor units ?,Supplementary motor area innervate distal motor units\nPremotor are innervates proximal motor units
What is apraxia ?,Selective inability to perform complex motor acts
What is the ready set go theory ?,Readiness- dependent on activity  in frontal and parietal lobes receiving info to control awareness and. Alter ness Set - dependent upon activity in sma and PMA where movement strategies are devised Go- activity of the primary motor cortex which receives major input from are 6
Where does the basal ganglia send info to ?,The VLo of the ventral lateral nucleus of the thalamus
What is a major subcortical input to area 6 ?,VLo of the ventral lateral nucleus of the thalamus
Where does the basal ganglia receive inputs from ?,"Cerebral cortex - frontal, parietal and prefrontal\nSo there is a loop of info that cycles from cortex through basal ganglia back to cortex"
What is the basal ganglia made up of ?,Caudate nucleus \nPutamen \nGlobus pallidus - internal and external \nSubthalamic nucleus\nSubstantia nigra
What makes up the striatum ?,Caudate nucleus and putamen\nTarget of cortical input to basal ganglia
What is the globus pallidus of the basal ganglia important for ?,Source of output to the thalamus
Which layer of m1 does the activation of lower motor neurons originate ?,5
What do the neurons of m1 encode ?,Both force and direction of voluntary movements
What is ataxia ?,Uncoordinated and inaccurate movements
Why is dysnergia ?,Decomposition of synergistic multipoint movements
What is dysmetria  ?,People who have this will have finger movements which either come up short or shoot past the nose
What is the cerebellum critical for?,"Proper execution of planned, voluntary and multipoint movements\nInstructs m1 with respect to movement directions, timing and force Predictions the cerebellum makes are based on past experience therefore it’s involved in motor learning"
What are G proteins and how do they work ?,Trimeric proteins Alpha subunit binds GDP and interacts with GPCR Upon activation the GDP is replaced by GTP causing a conformational change allowing alpha subunit to dissociate from beta-gamma subunit Now these subunits can inhibit or activate other proteins G protein diffuses in the plane of the membrane because it is tethered to the membrane by lipids
How do metabotropic receptors work ?,Nt binds G protein is activated Alpha subunit dissociates from beta-gamma subuni and these can activate enzymes or modulate ion channels allowing ion flow
How many different GPCRs are there ?,About 1000 different ones\nTargets for approximately 30% of medicinal drugs
What 2nd messenger system does norepinephrine use ?,Increase adenyl Cyclase Increase cAMP Increase pKA Increase protein phosphorylation
What 2nd messenger system does glutamate class 1 receptors use ?,Linked to GqActivates phospholipase C Increases DAG and IP3 DAG increases pKC and ip3 increases calcium release Increased protein phosphorylation and activates Calcium binding protein
What 2nd messenger system does glutamate class 2 receptors use ?,Linked to Gi\nDecrease adenyl Cyclase \nDecrease cAMP \nDecrease pKA \nDecrease protein phosphorylation
What 2nd messenger system does dopamine use ?,Decrease adenyl Cyclase Decrease cAMP Decrease pKA Decrease protein phosphorylation
Where are mGluR1s mostly located and where are mGluR2+3s located ?,1- Post synaptically\n2+3- pre synaptically
What is different about glutamate and GABA metabotropic receptors compared to others ?,They are dimers\nGABA has to have 2 receptors interacting with each other for it to work
What happens in long term depression in the cerebellum ?,mGluRs decrease synaptic activity but they can also increase synaptic activity using NMDA receptors There is an increase in pKC which phosphorylates many different targets - thought to phosphorylate AMPA receptors causing them to internalise and reduce their activity
How do mGluR2s work at presynaptic neurons ?,Once the glutamate has been released from the neuron it can bind back on itself to the mGluR2 receptors and inhibits adenyl Cyclase which inhibits cAMP and reduces calcium influx so reduces neurotransmitter release
What are heteroreceptors?,It is an autoreceptors present on the pre synaptic membrane which can inhibit the release of another neurotransmitter
What are GABAb receptors like ?,Metabotropic - inhibitory Heterodimers- made up of a R1 and R2 subunits The R1 binds the GABA but it doesn’t work on its own Inhibit adenyl Cyclase to cause increased activity of potassium channels and also inhibits calcium channels so reduces calcium influx and therefore nt release
Why is acetylcholine in its own separate group as a neurotransmitter ?,Because there is nothing in the body similar to it
How is acetylcholine made ?,Acetyl CoA + choline\nCholine acetyltransferase catalyses it - rate limiting step and is only present in cholinergic neurons
"Choline is an essential nutrient, where do we get it from ?","Veg, liver and egg yolks\nIt is recycled back to synaptic terminal by a choline transporter"
What inhibits ChAT ?,Acetylcholine by binding to an allosteric site on it\n- acts as a negative feedback loop
How is acetylcholine stored ?,Stored in small clear vesicles\nTransported into it by vesicular acetylcholine transporter - VAChT
How is acetylcholine inactivated ?,By acetylcholineesterase\nCleaves it into acetic acid and choline
What does sarin gas do ?,It inhibits the breakdown of acetylcholine so it’s effects are continuously activated
What does hemicolinium do to cholinergic transmission ?,Reduces signalling by blocking the reuptake of choline and therefore preventing reformations of acetylcholine
What does vesamicol do to cholinergic transmission?,Reduces signalling by inhibiting acetylcholine uptake into its vesicles
What does botulinum do to cholinergic transmission ?,Reduces signalling by blocking acetylcholine release by SNARE proteins
What does nicotine do to cholinergic transmission ?,Enhances signalling by acting as an agonist at nicotinic receptors
What does scopolamine do to cholinergic transmission ?,Reduces signalling by acting as a competitive antagonist at mAChRs
What acts as an agonist at muscarinic acetylcholine receptors ?,Amanita muscaria
Where is acetylcholine present in the PNS ?,All motor neurons at neuromuscular junctions\nAll preganglionic and parasympathetic postganglionic neurons in ANS
Where is acetylcholine present in the CNS ?,It is a major excitatory nt in the CNS but it is not the most important
How are cholinergic neurons identified ?,Can’t stain acetylcholine so you have stain other markers such as chat and VAChT and acetylcholineesteraseChat is the most reliable one because acetylcholine can’t be produced without it
Where are the major cholinergic clusters in the CNS ?,"Striatum - interneurons in caudate, putamen and nucleus accuumbens Basal forebrain - project to cortex and hippocampus Pontine tegmentum - REM sleep"
Where are alpha-3 beta-4 acetylcholine receptors ?,Autonomic ganglia
Where are alpha-7 acetylcholine receptors present ?,Brain- important for attention and cognition\nThis subunit allows calcium through
Where are alpha-4 beta-2 acetylcholine receptors present ?,Brain\nPre and post synaptically
Where are m1 acetylcholine receptors present ?,"Cortex, hippocampus and striatum"
Where are m2 acetylcholine receptor?,Very important in heart not a lot of expression in brain
Where are m3 acetylcholine receptors expressed ?,Cortex and hippocampus
Where are m4a acetylcholine receptors expressed ?,Highly in the striatum
In knocked out mice where are the m1 receptors expressed and what is there function ?,"Hippocampus, Cortex and striatum Excitatory causing closure of potassium channels For cognition memory and learning"
In knocked out mice where are the m2receptors expressed and what is there function ?,"Throughout brai , hippocampus and Cortex\nReg of body temperature, autoreceptors and cognition"
In knocked out mice where are the m3 receptors expressed and what is there function ?,"Hypothalamus\nStimulate appetite , memory and learning"
In knocked out mice where are the m4 receptors expressed and what is there function ?,Forebrain\nReg dopamine release
In knocked out mice where are the m5 receptors expressed and what is there function ?,Midbrain and low in brain\nReg dopamine release and dilation of cerebral arteries
How is GABA synthesised ?,Made from glutamate\nGlutamate is converted to GABA by glutamate decarboxylase (GAD) - gad is inhibited by allylglycine
What are examples of inhibitory amino acid neurotransmitters ?,GABA - main inhibitory one in the brain Glycine - main inhibitory one in the spinal cord Non-essential amino acids
How is GABA broken down ?,GABA is broken down to succinic semialdehyde by GABA aminotransferase (GABA-T) - this process requires the conversion of alpha-ketoglutarate to glutamate GABA-T is mainly in mitochondria
What inhibits GABA-T ?,Aminooxyacetic acid and vigabatrin\n- these inhibit the breakdown of GABA
What happens to the succinic semialdehyde ?,It’s broken down to succinate by succinic semialdehyde dehydrogenase Succinate can be used as an intermediate in the Krebs cycle to produce GABA or glutamate
What is vigabatrin used to treat ?,Used to treat epilepsy because it reduces the breakdown of GABA so increases the amount of GABA
What 2 substances can make GABA ?,Glutamate or succinate
What are the GABA receptors ?,GABAa - ionotropic - Cl-GABAb - GPCR - 7 transmembrane domainGABAc - ionotropic - Cl- - mainly in retinas
What effect does GABA binding to GABAa receptors in adult cells ?,Hyperpolarisation because it causes an influx of Cl-
What are the subunits of a GABA receptor like ?,"Each subunit is 50-60kDa and there overall molecular weight of the receptor is 275kDa so it has 5 subunits 6 classes of subunits: alpha, beta, gamma, epsilon, delta and roeAt least 19 different polypeptide subunits so there is a lot of diversity of GABA receptors"
What is the subunit diversity like in GABAa receptors ?,Subunits within each group have 70% similarity and the subunits between different groups have 30% similarity
What loop binds GABA and what domain makes the pore ?,Cys loop and domain 2 is thought to make the pore lining
What are the 5 distinct binding sites on a GABAa receptor ?,GABA site \nBenzodiazepine site \nSteroid site - anaesthetics\nBarbiturate site - depressants \nPicrotoxin site -convulsants
What happens when benzodiazepines bind to GABAa receptors ?,It enhances the effects of GABA binding
What happens when picrotoxin binds to GABAa receptors ?,The binding site is within the pore of the channel and it blocks the receptor preventing its inhibitory activity
What effects occur when GABAb is stimulated ?,Inhibits adenyl Cyclase Stimulates phospholipase a2 Activates some potassium channels - voltage gated ones Inhibits calcium channels on presynaptic nerve terminal preventing further neurotransmitter release Causes long slow inhibition
What are agonists at GABAb receptors ?,Baclofen and saclofen\n- muscle relaxant and antispastic agent
What are antagonists for GABAb receptors ?,Phacolfen and 2-hydroxysaclofen
Where are glycine receptors located ?,Grey matter of spinal cord \nMedulla \nMidbrain \nHypothalamus \nThalamus
How is glycine synthesised ?,Serine converted to glycine by serine hydroxymethyltransferase
How is glycine taken up from the synaptic cleft ?,By sodium dependent transporters - GLYT 1 and GLYT 2
How is glycine packaged into vesicles ?,Can’t find a specific tranpsorter for glycine so it is though that it uses GABA transporter
From rat spinal cord what is the structure of glycine receptors like ?,"Strychnine binding site inhibits the glycine receptor 3 proteins- alpha subunit - 48kDa, beta subunit- 58kDa and gephyrin- 93kDa There are 3 isoforms of alpha subunit - 1, 2, and 3"
What is the structure of the glycine receptor like ?,4 transmembrane domains\nPart of ligand gated superfamily \nLarge n terminal extracellular loop\nLarger intracellular loop m3-m4 \nPentamer - adult = 3 alpha and 2 beta while fetal are alpha-2 homomers
What is the purpose of gephyrin in the glycine receptor ?,Involved in anchoring the receptor to a specific place in the cell
What is the glycine receptor involved in ?,Reflex response\nCauses reciprocal inhibition - voluntary muscle control and sensory processing
What happens in hyperperplexia ?,It’s an exaggerated reflex Often caused by a mutation in the glycine receptor Patients suffering from this will go into a complete state of shock for several minutes upon a shocking stimuli occurring
What is hyperperplexia treated with ?,Benzodiazepine
What increases glycine release ?,Tetanus toxin
